Season,Team,Player,Salary
2013-14,Toronto Raptors,Patrick Patterson,3105302
2013-14,Toronto Raptors,Terrence Ross,2678640
2013-14,Toronto Raptors,Greivis Vasquez,2150188
2013-14,Toronto Raptors,Nando De Colo,1463000
2013-14,Toronto Raptors,Quentin Richardson,1399507
2013-14,Toronto Raptors,D.J. Augustin,1267000
2013-14,Toronto Raptors,Julyan Stone,884293
2013-14,Toronto Raptors,Dwight Buycks,700000
2013-14,Utah Jazz,Richard Jefferson,11046000
2013-14,Utah Jazz,Andris Biedrins,9000000
2013-14,Utah Jazz,Marvin Williams,7500000
2013-14,Utah Jazz,Derrick Favors,6008196
2013-14,Utah Jazz,Enes Kanter,4753320
2013-14,Utah Jazz,Brandon Rush,4000000
2013-14,Utah Jazz,Gordon Hayward,3452183
2013-14,Utah Jazz,Trey Burke,2438760
2013-14,Utah Jazz,Alec Burks,2323200
2013-14,Utah Jazz,Jeremy Evans,1660257
2013-14,Utah Jazz,John Lucas III,1600000
2013-14,Utah Jazz,Rudy Gobert,1078800
2013-14,Utah Jazz,Diante Garrett,719266
2013-14,Utah Jazz,Ian Clark,490180
2013-14,Utah Jazz,Malcolm Thomas,441883
2013-14,Utah Jazz,Mike Harris,377217
2013-14,Utah Jazz,Jamaal Tinsley,115286
2013-14,Utah Jazz,Erik Murphy,34601
2013-14,Washington Wizards,Nene Hilario,13000000
2013-14,Washington Wizards,Andray Blatche,7794921
2013-14,Washington Wizards,Marcin Gortat,7727280
2013-14,Washington Wizards,Trevor Ariza,7727280
2013-14,Washington Wizards,John Wall,7459925
2013-14,Washington Wizards,Martell Webster,5150000
2013-14,Washington Wizards,Andre Miller,5000000
2013-14,Washington Wizards,Bradley Beal,4319280
2013-14,Washington Wizards,Otto Porter,4278000
2013-14,Washington Wizards,Shannon Brown,3500000
2013-14,Washington Wizards,Kevin Seraphin,2761114
2013-14,Washington Wizards,Trevor Booker,2350820
2013-14,Washington Wizards,Kendall Marshall,2005560
2013-14,Washington Wizards,Chris Singleton,1707720
2013-14,Washington Wizards,Al Harrington,1399507
2013-14,Washington Wizards,Garrett Temple,916099
2013-14,Washington Wizards,Malcolm Lee,884293
2013-14,Washington Wizards,Glen Rice,490180
2013-14,Washington Wizards,Drew Gooden,411620
2012-13,Atlanta Hawks,Josh Smith,13200000
2012-13,Atlanta Hawks,Al Horford,12000000
2012-13,Atlanta Hawks,Devin Harris,8500000
2012-13,Atlanta Hawks,Zaza Pachulia,5248750
2012-13,Atlanta Hawks,Kyle Korver,5000000
2012-13,Atlanta Hawks,Lou Williams,5000000
2012-13,Atlanta Hawks,Johan Petro,3500000
2012-13,Atlanta Hawks,Dahntay Jones,2900000
2012-13,Atlanta Hawks,Jeff Teague,2433077
2012-13,Atlanta Hawks,DeShawn Stevenson,2240450
2012-13,Atlanta Hawks,Jordan Farmar,1500000
2012-13,Atlanta Hawks,John Jenkins,1204560
2012-13,Atlanta Hawks,Ivan Johnson,962195
2012-13,Atlanta Hawks,Anthony Tolliver,915852
2012-13,Atlanta Hawks,Jeremy Tyler,762195
2012-13,Atlanta Hawks,Jordan Williams,762195
2012-13,Atlanta Hawks,Mike Scott,473604
2012-13,Atlanta Hawks,Jeremy Pargo,165487
2012-13,Boston Celtics,Paul Pierce,16790345
2012-13,Boston Celtics,Kevin Garnett,11566265
2012-13,Boston Celtics,Rajon Rondo,11000000
2012-13,Boston Celtics,Jeff Green,8385000
2012-13,Boston Celtics,Brandon Bass,6000000
2012-13,Boston Celtics,Courtney Lee,5000000
2012-13,Boston Celtics,Jason Terry,5000000
2012-13,Boston Celtics,Avery Bradley,1630800
2012-13,Boston Celtics,Chris Wilcox,1352181
2012-13,Boston Celtics,Keyon Dooling,1352181
2012-13,Boston Celtics,Jared Sullinger,1306920
2012-13,Boston Celtics,Fab Melo,1254720
2012-13,Boston Celtics,Jordan Crawford,1198680
2012-13,Boston Celtics,Terrence Williams,296776
2012-13,Boston Celtics,D.J. White,269368
2012-13,Boston Celtics,Dionte Christmas,236800
2012-13,Boston Celtics,Kris Joseph,189442
2012-13,Boston Celtics,Darko Milicic,159080
2012-13,Boston Celtics,Jarvis Varnado,33431
2012-13,Brooklyn Nets,Joe Johnson,19752645
2012-13,Brooklyn Nets,Deron Williams,17177795
2012-13,Brooklyn Nets,Brook Lopez,13668750
2012-13,Brooklyn Nets,Kris Humphries,12000000
2012-13,Brooklyn Nets,Gerald Wallace,9682435
2012-13,Brooklyn Nets,Mirza Teletovic,3090000
2012-13,Brooklyn Nets,Reggie Evans,1622617
2012-13,Brooklyn Nets,Jerry Stackhouse,1352181
2012-13,Brooklyn Nets,Keith Bogans,1229225
2012-13,Brooklyn Nets,MarShon Brooks,1193280
2012-13,Brooklyn Nets,Andray Blatche,1146337
2012-13,Brooklyn Nets,Travis Outlaw,1000000
2012-13,Brooklyn Nets,C.J. Watson,992680
2012-13,Brooklyn Nets,Tornike Shengelia,473604
2012-13,Brooklyn Nets,Tyshawn Taylor,473604
2012-13,Brooklyn Nets,Josh Childress,377474
2012-13,Brooklyn Nets,Damion James,50258
2012-13,Charlotte Bobcats,Ben Gordon,12400000
2012-13,Charlotte Bobcats,Tyrus Thomas,8000000
2012-13,Charlotte Bobcats,DeSagana Diop,7372200
2012-13,Charlotte Bobcats,Ramon Sessions,5000000
2012-13,Charlotte Bobcats,Michael Kidd-Gilchrist,4602720
2012-13,Charlotte Bobcats,Josh McRoberts,3135000
2012-13,Charlotte Bobcats,Gerald Henderson,3101327
2012-13,Charlotte Bobcats,Bismack Biyombo,3007920
2012-13,Charlotte Bobcats,Reggie Williams,2612500
2012-13,Charlotte Bobcats,Kemba Walker,2532960
2012-13,Charlotte Bobcats,Byron Mullens,2253306
2012-13,Charlotte Bobcats,Brendan Haywood,2050000
2012-13,Charlotte Bobcats,Jeff Adrien,804131
2012-13,Charlotte Bobcats,Jeff Taylor,575000
2012-13,Charlotte Bobcats,Cory Higgins,44835
2012-13,Chicago Bulls,Derrick Rose,16402500
2012-13,Chicago Bulls,Carlos Boozer,15000000
2012-13,Chicago Bulls,Luol Deng,13305000
2012-13,Chicago Bulls,Joakim Noah,11300000
2012-13,Chicago Bulls,Richard Hamilton,5000000
2012-13,Chicago Bulls,Kirk Hinrich,3941000
2012-13,Chicago Bulls,Taj Gibson,2155811
2012-13,Chicago Bulls,Marco Belinelli,1957000
2012-13,Chicago Bulls,Nazr Mohammed,1352181
2012-13,Chicago Bulls,Vladimir Radmanovic,1352181
2012-13,Chicago Bulls,Nate Robinson,1146337
2012-13,Chicago Bulls,Jimmy Butler,1097520
2012-13,Chicago Bulls,Marquis Teague,1028400
2012-13,Chicago Bulls,Daequan Cook,589769
2012-13,Cleveland Cavaliers,Baron Davis,14850000
2012-13,Cleveland Cavaliers,Anderson Varejao,8368182
2012-13,Cleveland Cavaliers,Luke Walton,6091363
2012-13,Cleveland Cavaliers,Kyrie Irving,5530080
2012-13,Cleveland Cavaliers,Daniel Gibson,4792332
2012-13,Cleveland Cavaliers,Marreese Speights,4200000
2012-13,Cleveland Cavaliers,Tristan Thompson,4006080
2012-13,Cleveland Cavaliers,Dion Waiters,3726600
2012-13,Cleveland Cavaliers,Alonzo Gee,3500000
2012-13,Cleveland Cavaliers,Omri Casspi,2277306
2012-13,Cleveland Cavaliers,C.J. Miles,2225000
2012-13,Cleveland Cavaliers,Wayne Ellington,2083042
2012-13,Cleveland Cavaliers,Tyler Zeller,1563120
2012-13,Cleveland Cavaliers,Luke Harangody,1054389
2012-13,Cleveland Cavaliers,Kelenna Azubuike,885120
2012-13,Cleveland Cavaliers,Shaun Livingston,768720
2012-13,Cleveland Cavaliers,Jeremy Pargo,762195
2012-13,Cleveland Cavaliers,Josh Selby,762195
2012-13,Cleveland Cavaliers,Kevin Jones,390027
2012-13,Cleveland Cavaliers,Samardo Samuels,341756
2012-13,Cleveland Cavaliers,Donald Sloan,251076
2012-13,Dallas Mavericks,Dirk Nowitzki,20907128
2012-13,Dallas Mavericks,Shawn Marion,8646364
2012-13,Dallas Mavericks,Chris Kaman,8000000
2012-13,Dallas Mavericks,Brendan Haywood,6299000
2012-13,Dallas Mavericks,O.J. Mayo,4020000
2012-13,Dallas Mavericks,Anthony Morrow,4000000
2012-13,Dallas Mavericks,Vince Carter,3090000
2012-13,Dallas Mavericks,Darren Collison,2319344
2012-13,Dallas Mavericks,Rodrigue Beaubois,2227333
2012-13,Dallas Mavericks,Elton Brand,2100500
2012-13,Dallas Mavericks,Dominique Jones,1276560
2012-13,Dallas Mavericks,Jared Cunningham,1156320
2012-13,Dallas Mavericks,Brandan Wright,992680
2012-13,Dallas Mavericks,Delonte West,992680
2012-13,Dallas Mavericks,Mike James,795401
2012-13,Dallas Mavericks,Jae Crowder,600491
2012-13,Dallas Mavericks,Bernard James,473604
2012-13,Dallas Mavericks,Troy Murphy,214758
2012-13,Dallas Mavericks,Derek Fisher,182942
2012-13,Dallas Mavericks,Chris Douglas-Roberts,72892
2012-13,Dallas Mavericks,Eddy Curry,23852
2012-13,Denver Nuggets,Andre Iguodala,14968250
2012-13,Denver Nuggets,JaVale McGee,10000000
2012-13,Denver Nuggets,Danilo Gallinari,9439000
2012-13,Denver Nuggets,Wilson Chandler,5930414
2012-13,Denver Nuggets,Andre Miller,5000000
2012-13,Denver Nuggets,Chris Andersen,4526000
2012-13,Denver Nuggets,Corey Brewer,3243000
2012-13,Denver Nuggets,Timofey Mozgov,3140429
2012-13,Denver Nuggets,Kosta Koufos,3000000
2012-13,Denver Nuggets,Ty Lawson,2544529
2012-13,Denver Nuggets,Anthony Randolph,1674641
2012-13,Denver Nuggets,Evan Fournier,1361400
2012-13,Denver Nuggets,Kenneth Faried,1348800
2012-13,Denver Nuggets,Jordan Hamilton,1153800
2012-13,Denver Nuggets,Julyan Stone,762195
2012-13,Denver Nuggets,Quincy Miller,473604
2012-13,Detroit Pistons,Jose Calderon,11046591
2012-13,Detroit Pistons,Corey Maggette,10924138
2012-13,Detroit Pistons,Rodney Stuckey,8500000
2012-13,Detroit Pistons,Charlie Villanueva,8060000
2012-13,Detroit Pistons,Jason Maxiell,5000000
2012-13,Detroit Pistons,Jonas Jerebko,4500000
2012-13,Detroit Pistons,Will Bynum,3250000
2012-13,Detroit Pistons,Greg Monroe,3217680
2012-13,Detroit Pistons,Brandon Knight,2755560
2012-13,Detroit Pistons,Andre Drummond,2356320
2012-13,Detroit Pistons,Sasha Kravtsov,1500000
2012-13,Detroit Pistons,Kyle Singler,1000000
2012-13,Detroit Pistons,Khris Middleton,473604
2012-13,Detroit Pistons,Kim English,473604
2012-13,Golden State Warriors,Andrew Bogut,13000000
2012-13,Golden State Warriors,David Lee,12744000
2012-13,Golden State Warriors,Richard Jefferson,10164000
2012-13,Golden State Warriors,Andris Biedrins,9000000
2012-13,Golden State Warriors,Jarrett Jack,5400000
2012-13,Golden State Warriors,Brandon Rush,4000000
2012-13,Golden State Warriors,Carl Landry,4000000
2012-13,Golden State Warriors,Stephen Curry,3958742
2012-13,Golden State Warriors,Harrison Barnes,2798040
2012-13,Golden State Warriors,Klay Thompson,2286000
2012-13,Golden State Warriors,Festus Ezeli,1020960
2012-13,Golden State Warriors,Draymond Green,850000
2012-13,Golden State Warriors,Kent Bazemore,473604
2012-13,Houston Rockets,Jeremy Lin,8374646
2012-13,Houston Rockets,Omer Asik,8374646
2012-13,Houston Rockets,Francisco Garcia,6100000
2012-13,Houston Rockets,James Harden,5820417
2012-13,Houston Rockets,Luis Scola,5259697
2012-13,Houston Rockets,Thomas Robinson,3374640
2012-13,Houston Rockets,Daequan Cook,3090042
2012-13,Houston Rockets,Carlos Delfino,3000000
2012-13,Houston Rockets,Royce White,1645440
2012-13,Houston Rockets,Gary Forbes,1500000
2012-13,Houston Rockets,Terrence Jones,1485000
2012-13,Houston Rockets,Donatas Motiejunas,1453520
2012-13,Houston Rockets,Lazar Hayward,1174080
2012-13,Houston Rockets,JaJuan Johnson,1120440
2012-13,Houston Rockets,Jon Brockman,1000000
2012-13,Houston Rockets,Shaun Livingston,1000000
2012-13,Houston Rockets,Chandler Parsons,888250
2012-13,Houston Rockets,Tyler Honeycutt,809875
2012-13,Houston Rockets,Greg Smith,762195
2012-13,Houston Rockets,James Anderson,472427
2012-13,Houston Rockets,Patrick Beverley,281377
2012-13,Houston Rockets,Scott Machado,192228
2012-13,Houston Rockets,Tim Ohlbrecht,144867
2012-13,Indiana Pacers,Roy Hibbert,13686750
2012-13,Indiana Pacers,Danny Granger,13058606
2012-13,Indiana Pacers,David West,10000000
2012-13,Indiana Pacers,George Hill,8000000
2012-13,Indiana Pacers,Ian Mahinmi,4000000
2012-13,Indiana Pacers,D.J. Augustin,3500000
2012-13,Indiana Pacers,Gerald Green,3500000
2012-13,Indiana Pacers,Tyler Hansbrough,3055259
2012-13,Indiana Pacers,Paul George,2574120
2012-13,Indiana Pacers,Jeff Ayres,1500000
2012-13,Indiana Pacers,Miles Plumlee,1073280
2012-13,Indiana Pacers,Lance Stephenson,870000
2012-13,Indiana Pacers,Sam Young,723716
2012-13,Indiana Pacers,Orlando Johnson,550000
2012-13,Indiana Pacers,Ben Hansbrough,473604
2012-13,Indiana Pacers,Dominic McGuire,122625
2012-13,Los Angeles Clippers,Chris Paul,17779458
2012-13,Los Angeles Clippers,DeAndre Jordan,10532977
2012-13,Los Angeles Clippers,Lamar Odom,8200000
2012-13,Los Angeles Clippers,Caron Butler,8000000
2012-13,Los Angeles Clippers,Blake Griffin,7226892
2012-13,Los Angeles Clippers,Jamal Crawford,5000000
2012-13,Los Angeles Clippers,Chauncey Billups,4000000
2012-13,Los Angeles Clippers,Ryan Gomes,4000000
2012-13,Los Angeles Clippers,Grant Hill,1975000
2012-13,Los Angeles Clippers,Eric Bledsoe,1707720
2012-13,Los Angeles Clippers,Willie Green,1475106
2012-13,Los Angeles Clippers,Matt Barnes,1229255
2012-13,Los Angeles Clippers,Ronny Turiaf,1146337
2012-13,Los Angeles Clippers,Ryan Hollins,1069509
2012-13,Los Angeles Clippers,Trey Thompkins,762195
2012-13,Los Angeles Clippers,Travis Leslie,250000
2012-13,Los Angeles Lakers,Kobe Bryant,27849149
2012-13,Los Angeles Lakers,Dwight Howard,19536360
2012-13,Los Angeles Lakers,Pau Gasol,19000000
2012-13,Los Angeles Lakers,Steve Nash,8900000
2012-13,Los Angeles Lakers,Metta World Peace,7258960
2012-13,Los Angeles Lakers,Steve Blake,4000000
2012-13,Los Angeles Lakers,Jordan Hill,3632527
2012-13,Los Angeles Lakers,Chris Duhon,3500000
2012-13,Los Angeles Lakers,Jodie Meeks,1500000
2012-13,Los Angeles Lakers,Antawn Jamison,1352181
2012-13,Los Angeles Lakers,Earl Clark,1240000
2012-13,Los Angeles Lakers,Devin Ebanks,1054389
2012-13,Los Angeles Lakers,Darius Morris,962195
2012-13,Los Angeles Lakers,Robert Sacre,473604
2012-13,Los Angeles Lakers,Darius Johnson-Odom,192228
2012-13,Memphis Grizzlies,Zach Randolph,16500000
2012-13,Memphis Grizzlies,Marc Gasol,13891359
2012-13,Memphis Grizzlies,Mike Conley,7305786
2012-13,Memphis Grizzlies,Tayshaun Prince,6764045
2012-13,Memphis Grizzlies,Tony Allen,3300000
2012-13,Memphis Grizzlies,Darrell Arthur,3006217
2012-13,Memphis Grizzlies,Jerryd Bayless,3000000
2012-13,Memphis Grizzlies,Austin Daye,2958077
2012-13,Memphis Grizzlies,Ed Davis,2207040
2012-13,Memphis Grizzlies,Quincy Pondexter,1234320
2012-13,Memphis Grizzlies,Tony Wroten,1110120
2012-13,Memphis Grizzlies,Dexter Pittman,854389
2012-13,Memphis Grizzlies,Jon Leuer,762195
2012-13,Memphis Grizzlies,Chris Johnson,61290
2012-13,Miami Heat,Chris Bosh,17545000
2012-13,Miami Heat,LeBron James,17545000
2012-13,Miami Heat,Dwyane Wade,17182000
2012-13,Miami Heat,Mike Miller,5800000
2012-13,Miami Heat,Udonis Haslem,4060000
2012-13,Miami Heat,Mario Chalmers,4000000
2012-13,Miami Heat,Joel Anthony,3750000
2012-13,Miami Heat,Shane Battier,3135000
2012-13,Miami Heat,Ray Allen,3090000
2012-13,Miami Heat,James Jones,1757161
2012-13,Miami Heat,James Jones,1500000
2012-13,Miami Heat,Rashard Lewis,1352181
2012-13,Miami Heat,Norris Cole,1035960
2012-13,Miami Heat,Chris Andersen,699952
2012-13,Miami Heat,Josh Harrellson,354197
2012-13,Miami Heat,Jarvis Varnado,275805
2012-13,Miami Heat,Terrel Harris,186656
2012-13,Milwaukee Bucks,Monta Ellis,11000000
2012-13,Milwaukee Bucks,Ersan Ilyasova,7900000
2012-13,Milwaukee Bucks,Samuel Dalembert,6698565
2012-13,Milwaukee Bucks,Drew Gooden,6687400
2012-13,Milwaukee Bucks,J.J. Redick,6190000
2012-13,Milwaukee Bucks,Luc Mbah a Moute,4795192
2012-13,Milwaukee Bucks,Mike Dunleavy,3750000
2012-13,Milwaukee Bucks,Ekpe Udoh,3524880
2012-13,Milwaukee Bucks,Brandon Jennings,3179493
2012-13,Milwaukee Bucks,Larry Sanders,1991760
2012-13,Milwaukee Bucks,John Henson,1823280
2012-13,Milwaukee Bucks,Gustavo Ayon,1500000
2012-13,Milwaukee Bucks,Joel Przybilla,1352181
2012-13,Milwaukee Bucks,Marquis Daniels,1229255
2012-13,Milwaukee Bucks,Ish Smith,854389
2012-13,Minnesota Timberwolves,Kevin Love,13668750
2012-13,Minnesota Timberwolves,Andrei Kirilenko,9779349
2012-13,Minnesota Timberwolves,Darko Milicic,5228000
2012-13,Minnesota Timberwolves,Brandon Roy,5100000
2012-13,Minnesota Timberwolves,Derrick Williams,4947840
2012-13,Minnesota Timberwolves,Nikola Pekovic,4837200
2012-13,Minnesota Timberwolves,J.J. Barea,4493500
2012-13,Minnesota Timberwolves,Luke Ridnour,4000000
2012-13,Minnesota Timberwolves,Ricky Rubio,3741120
2012-13,Minnesota Timberwolves,Alexey Shved,2934610
2012-13,Minnesota Timberwolves,Greg Stiemsma,2575000
2012-13,Minnesota Timberwolves,Dante Cunningham,2090000
2012-13,Minnesota Timberwolves,Josh Howard,1229255
2012-13,Minnesota Timberwolves,Lou Amundson,1069509
2012-13,Minnesota Timberwolves,Chase Budinger,885120
2012-13,Minnesota Timberwolves,Malcolm Lee,762195
2012-13,Minnesota Timberwolves,Martell Webster,600000
2012-13,Minnesota Timberwolves,Chris Johnson,447298
2012-13,Minnesota Timberwolves,Mickael Gelabale,447298
2012-13,Minnesota Timberwolves,Will Conroy,85439
2012-13,Minnesota Timberwolves,Lazar Hayward,80413
2012-13,New Orleans Hornets,Rashard Lewis,13700000
2012-13,New Orleans Hornets,Eric Gordon,13668750
2012-13,New Orleans Hornets,Ryan Anderson,8700000
2012-13,New Orleans Hornets,Anthony Davis,5144280
2012-13,New Orleans Hornets,Robin Lopez,4899293
2012-13,New Orleans Hornets,Matt Carroll,3500000
2012-13,New Orleans Hornets,Al-Farouq Aminu,2947800
2012-13,New Orleans Hornets,Jason Smith,2500000
2012-13,New Orleans Hornets,Xavier Henry,2323200
2012-13,New Orleans Hornets,Austin Rivers,2238360
2012-13,New Orleans Hornets,Roger Mason,1223116
2012-13,New Orleans Hornets,Greivis Vasquez,1191240
2012-13,New Orleans Hornets,Lance Thomas,762195
2012-13,New Orleans Hornets,Brian Roberts,473604
2012-13,New Orleans Hornets,Darius Miller,473604
2012-13,New Orleans Hornets,Dominic McGuire,110947
2012-13,New Orleans Hornets,Donald Sloan,44835
2012-13,New York Knicks,Amar'e Stoudemire,19948799
2012-13,New York Knicks,Carmelo Anthony,19450000
2012-13,New York Knicks,Tyson Chandler,13604188
2012-13,New York Knicks,Marcus Camby,4590338
2012-13,New York Knicks,Steve Novak,4054055
2012-13,New York Knicks,Raymond Felton,3480453
2012-13,New York Knicks,Jason Kidd,3090000
2012-13,New York Knicks,J.R. Smith,2806452
2012-13,New York Knicks,Iman Shumpert,1680360
2012-13,New York Knicks,Renaldo Balkman,1675000
2012-13,New York Knicks,Kurt Thomas,1352181
2012-13,New York Knicks,Rasheed Wallace,1352181
2012-13,New York Knicks,James White,854389
2012-13,New York Knicks,Chris Copeland,473604
2012-13,New York Knicks,Pablo Prigioni,473604
2012-13,New York Knicks,Kenyon Martin,437470
2012-13,Oklahoma City Thunder,Kevin Durant,16669630
2012-13,Oklahoma City Thunder,Russell Westbrook,13668750
2012-13,Oklahoma City Thunder,Kevin Martin,12439675
2012-13,Oklahoma City Thunder,Kendrick Perkins,7800531
2012-13,Oklahoma City Thunder,Thabo Sefolosha,3600000
2012-13,Oklahoma City Thunder,Nick Collison,2929332
2012-13,Oklahoma City Thunder,Serge Ibaka,2253062
2012-13,Oklahoma City Thunder,Jeremy Lamb,2020200
2012-13,Oklahoma City Thunder,Reggie Jackson,1243080
2012-13,Oklahoma City Thunder,Hasheem Thabeet,1200000
2012-13,Oklahoma City Thunder,Ronnie Brewer,1069509
2012-13,Oklahoma City Thunder,Perry Jones,1035960
2012-13,Oklahoma City Thunder,DeAndre Liggins,762195
2012-13,Oklahoma City Thunder,Daniel Orton,757712
2012-13,Oklahoma City Thunder,Derek Fisher,413608
2012-13,Orlando Magic,Gilbert Arenas,20807922
2012-13,Orlando Magic,Hedo Turkoglu,11815850
2012-13,Orlando Magic,Jameer Nelson,8600000
2012-13,Orlando Magic,Arron Afflalo,7750000
2012-13,Orlando Magic,Beno Udrih,7372000
2012-13,Orlando Magic,Al Harrington,6687400
2012-13,Orlando Magic,Glen Davis,6400000
2012-13,Orlando Magic,Hakim Warrick,4000000
2012-13,Orlando Magic,Quentin Richardson,2627400
2012-13,Orlando Magic,Nikola Vucevic,1768800
2012-13,Orlando Magic,Maurice Harkless,1731960
2012-13,Orlando Magic,Tobias Harris,1524480
2012-13,Orlando Magic,Andrew Nicholson,1418160
2012-13,Orlando Magic,Christian Eyenga,1174080
2012-13,Orlando Magic,Kyle O'Quinn,788872
2012-13,Orlando Magic,E'Twaun Moore,762195
2012-13,Orlando Magic,Justin Harper,762195
2012-13,Orlando Magic,Doron Lamb,650000
2012-13,Orlando Magic,DeQuan Jones,473504
2012-13,Philadelphia 76ers,Andrew Bynum,16889000
2012-13,Philadelphia 76ers,Elton Brand,16059854
2012-13,Philadelphia 76ers,Spencer Hawes,8500000
2012-13,Philadelphia 76ers,Thaddeus Young,8289130
2012-13,Philadelphia 76ers,Jason Richardson,5799625
2012-13,Philadelphia 76ers,Nick Young,5600000
2012-13,Philadelphia 76ers,Evan Turner,5293080
2012-13,Philadelphia 76ers,Dorell Wright,4106000
2012-13,Philadelphia 76ers,Lavoy Allen,3000000
2012-13,Philadelphia 76ers,Kwame Brown,2819044
2012-13,Philadelphia 76ers,Jrue Holiday,2674852
2012-13,Philadelphia 76ers,Damien Wilkins,1223166
2012-13,Philadelphia 76ers,Royal Ivey,1223166
2012-13,Philadelphia 76ers,Arnett Moultrie,1042320
2012-13,Philadelphia 76ers,Charles Jenkins,762195
2012-13,Philadelphia 76ers,Jeremy Pargo,443867
2012-13,Philadelphia 76ers,Maalik Wayns,217301
2012-13,Philadelphia 76ers,Shelvin Mack,89670
2012-13,Phoenix Suns,Goran Dragic,7500000
2012-13,Phoenix Suns,Marcin Gortat,7258960
2012-13,Phoenix Suns,Josh Childress,7000000
2012-13,Phoenix Suns,Channing Frye,6000000
2012-13,Phoenix Suns,Michael Beasley,5750000
2012-13,Phoenix Suns,Wesley Johnson,4285560
2012-13,Phoenix Suns,Jared Dudley,4250000
2012-13,Phoenix Suns,Luis Scola,4148510
2012-13,Phoenix Suns,Shannon Brown,3500000
2012-13,Phoenix Suns,Markieff Morris,2063040
2012-13,Phoenix Suns,Marcus Morris,1959960
2012-13,Phoenix Suns,Kendall Marshall,1919160
2012-13,Phoenix Suns,Jermaine O'Neal,1352181
2012-13,Phoenix Suns,Hamed Haddadi,1300000
2012-13,Phoenix Suns,Brad Miller,848000
2012-13,Phoenix Suns,P.J. Tucker,762195
2012-13,Phoenix Suns,Diante Garrett,473604
2012-13,Phoenix Suns,Luke Zeller,473604
2012-13,Portland Trailblazers,Brandon Roy,16359805
2012-13,Portland Trailblazers,LaMarcus Aldridge,13500000
2012-13,Portland Trailblazers,Nicolas Batum,10850000
2012-13,Portland Trailblazers,Wesley Matthews,6505320
2012-13,Portland Trailblazers,J.J. Hickson,4000000
2012-13,Portland Trailblazers,Damian Lillard,3065040
2012-13,Portland Trailblazers,Joel Freeland,3013512
2012-13,Portland Trailblazers,Shawne Williams,2600000
2012-13,Portland Trailblazers,Eric Maynor,2338721
2012-13,Portland Trailblazers,Meyers Leonard,2126520
2012-13,Portland Trailblazers,Luke Babbitt,1892280
2012-13,Portland Trailblazers,Jared Jeffries,1475106
2012-13,Portland Trailblazers,Elliot Williams,1442880
2012-13,Portland Trailblazers,Nolan Smith,1404960
2012-13,Portland Trailblazers,Victor Claver,1300000
2012-13,Portland Trailblazers,Sasha Pavlovic,1232713
2012-13,Portland Trailblazers,Ronnie Price,1146337
2012-13,Portland Trailblazers,Will Barton,550000
2012-13,Sacramento Kings,John Salmons,8083000
2012-13,Sacramento Kings,Marcus Thornton,7525000
2012-13,Sacramento Kings,Chuck Hayes,5486250
2012-13,Sacramento Kings,Tyreke Evans,5251825
2012-13,Sacramento Kings,Jason Thompson,5250000
2012-13,Sacramento Kings,DeMarcus Cousins,3880800
2012-13,Sacramento Kings,Aaron Brooks,3250000
2012-13,Sacramento Kings,Travis Outlaw,3000000
2012-13,Sacramento Kings,James Johnson,2812006
2012-13,Sacramento Kings,Cole Aldrich,2445480
2012-13,Sacramento Kings,Jimmer Fredette,2406240
2012-13,Sacramento Kings,Patrick Patterson,2096760
2012-13,Sacramento Kings,Toney Douglas,2067880
2012-13,Sacramento Kings,Isaiah Thomas,762195
2012-13,San Antonio Spurs,Manu Ginobili,14107492
2012-13,San Antonio Spurs,Tony Parker,12500000
2012-13,San Antonio Spurs,Stephen Jackson,10059750
2012-13,San Antonio Spurs,Tim Duncan,9638554
2012-13,San Antonio Spurs,Boris Diaw,4500000
2012-13,San Antonio Spurs,Tiago Splitter,3944000
2012-13,San Antonio Spurs,Matt Bonner,3630000
2012-13,San Antonio Spurs,Danny Green,3500000
2012-13,San Antonio Spurs,Kawhi Leonard,1861920
2012-13,San Antonio Spurs,Nando De Colo,1400000
2012-13,San Antonio Spurs,Cory Joseph,1105560
2012-13,San Antonio Spurs,Patty Mills,1085120
2012-13,San Antonio Spurs,DeJuan Blair,1054000
2012-13,San Antonio Spurs,Gary Neal,854389
2012-13,San Antonio Spurs,Aron Baynes,401170
2012-13,San Antonio Spurs,James Anderson,145749
2012-13,Toronto Raptors,Rudy Gay,16460538
2012-13,Toronto Raptors,Andrea Bargnani,10000000
2012-13,Toronto Raptors,Landry Fields,6250000
2012-13,Toronto Raptors,Amir Johnson,6000000
2012-13,Toronto Raptors,Kyle Lowry,5750000
2012-13,Toronto Raptors,Linas Kleiza,4600000
2012-13,Toronto Raptors,Jonas Valanciunas,3627720
2012-13,Toronto Raptors,DeMar DeRozan,3344250
2012-13,Toronto Raptors,Aaron Gray,2575000
2012-13,Toronto Raptors,Terrence Ross,2563320
2012-13,Toronto Raptors,Sebastian Telfair,1567500
2012-13,Toronto Raptors,John Lucas III,1500000
2012-13,Toronto Raptors,Mickael Pietrus,1005097
2012-13,Toronto Raptors,Alan Anderson,885120
2012-13,Toronto Raptors,Quincy Acy,665000
2012-13,Toronto Raptors,Dominic McGuire,181018
2012-13,Utah Jazz,Al Jefferson,15000000
2012-13,Utah Jazz,Paul Millsap,8603633
2012-13,Utah Jazz,Mo Williams,8500000
2012-13,Utah Jazz,Marvin Williams,8287500
2012-13,Utah Jazz,Derrick Favors,4753320
